what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771135168
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771135329
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460771147710
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771186330
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771190514
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.infer.type.arguments",1460771190645
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771193848
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771194364
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771195936
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771197855
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460771199558
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771199559
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771202207
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771202889
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771204394
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771204407
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771222204
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771222273
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771222303
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771225730
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.infer.type.arguments",1460771225738
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771253878
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771263705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771266121
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771268996
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771272915
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771274583
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771281344
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771282043
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771282453
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771355016
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771361167
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771365510
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771370550
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771382854
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771384493
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771384946
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771387585
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771394910
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771400672
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771407256
activated,view,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1460771407719
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771408281
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1460771411509
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771411550
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771428876
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771434189
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460771445238
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460771458300
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460771460749
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460771467335
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771474104
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771481887
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1460771487231
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1460771487962
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771509735
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771510014
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771517960
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771524239
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771532063
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771542470
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771543438
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460771543578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460771574839
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771608864
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771720714
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771728635
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771982199
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771983879
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460771998185
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772025974
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772033949
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460772037005
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460772063491
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460772072361
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460772087646
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460772103090
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460772108718
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460772111222
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460772130811
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772132134
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772133523
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772136708
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772137242
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772143665
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772154312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772161664
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772164300
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460772172495
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772186971
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772198306
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772251125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772252338
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772252502
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772253791
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460772254625
stopped,bundle,org.eclipse.uml2.diagram.codegen.edit,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen.edit",1460772256718
stopped,bundle,org.eclipse.uml2.diagram.codegen,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen",1460772256759
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.100.v20090424-1042,"org.eclipse.gmf.codegen.ui",1460772256811
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.ui",1460772256812
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.pde.ui",1460772256812
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1460772256812
stopped,bundle,org.eclipse.pde.ds.ui,1.0.0.v20090527,"org.eclipse.pde.ds.ui",1460772256884
stopped,bundle,org.eclipse.pde.runtime,3.4.100.v20090527,"org.eclipse.pde.runtime",1460772256920
stopped,bundle,org.eclipse.pde.ua.ui,1.0.0.v20090511,"org.eclipse.pde.ua.ui",1460772256967
stopped,bundle,org.eclipse.pde.ui.templates,3.4.100.v20090527,"org.eclipse.pde.ui.templates",1460772257009
stopped,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1460772257009
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ant",1460772257050
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1460772257113
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1460772257141
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1460772257141
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1460772257141
stopped,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1460772257141
stopped,bundle,org.eclipse.gmf.bridge.trace,1.0.200.v20090520-1343,"org.eclipse.gmf.bridge.trace",1460772257202
stopped,bundle,org.eclipse.gmf.bridge.ui.dashboard,2.0.0.v20090114-0940,"org.eclipse.gmf.bridge.ui.dashboard",1460772257204
stopped,bundle,org.eclipse.gmf.doc.ui,1.3.0.v20090729-2029,"org.eclipse.gmf.doc.ui",1460772257274
stopped,bundle,org.eclipse.gmf.bridge.ui,1.2.1.v20090812-1620,"org.eclipse.gmf.bridge.ui",1460772257349
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20090528-1000,"org.eclipse.gmf.bridge",1460772257358
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20090520-1343,"org.eclipse.gmf.graphdef.codegen",1460772257400
stopped,bundle,org.eclipse.gmf.map.edit,2.2.0.v20090114-1925,"org.eclipse.gmf.map.edit",1460772257443
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.0.200.v20090216-1925,"org.eclipse.gmf.graphdef.edit",1460772257524
stopped,bundle,org.eclipse.gmf.map,2.2.0.v20090520-1343,"org.eclipse.gmf.map",1460772257560
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.edit",1460772257615
stopped,bundle,org.eclipse.gmf.tooldef,2.0.0.v20090114-0940,"org.eclipse.gmf.tooldef",1460772257646
stopped,bundle,org.eclipse.gmf.codegen.edit,2.2.0.v20090416-1925,"org.eclipse.gmf.codegen.edit",1460772257695
stopped,bundle,org.eclipse.uml2.diagram.def,0.9.0.v200906190654,"org.eclipse.uml2.diagram.def",1460772257802
stopped,bundle,org.eclipse.gmf.codegen,2.2.1.v20090812-1620,"org.eclipse.gmf.codegen",1460772257868
stopped,bundle,org.eclipse.gmf.common,1.1.100.v20090420-1925,"org.eclipse.gmf.common",1460772257929
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1460772257961
stopped,bundle,org.eclipse.acceleo.ide.ui,0.8.1.v200909161003,"org.eclipse.acceleo.ide.ui",1460772257961
stopped,bundle,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui",1460772257961
stopped,bundle,org.eclipse.emf.generic.editor,0.7.2.v200908120436,"org.eclipse.emf.generic.editor",1460772258061
stopped,bundle,org.eclipse.xtend.check.ui,0.7.2.v200908120436,"org.eclipse.xtend.check.ui",1460772258216
stopped,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1460772258216
stopped,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1460772258216
stopped,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1460772258216
stopped,bundle,org.eclipse.xtend.ui,0.7.2.v200908120436,"org.eclipse.xtend.ui",1460772258216
stopped,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1460772258216
stopped,bundle,org.eclipse.emf.mwe.ui,0.7.2.v200908120417,"org.eclipse.emf.mwe.ui",1460772258216
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1460772258216
stopped,bundle,org.eclipse.emf.mint.ui,0.8.0.v200906161513,"org.eclipse.emf.mint.ui",1460772258216
stopped,bundle,org.eclipse.m2m.qvt.oml.editor.ui,2.0.1.v20090701-2200,"org.eclipse.m2m.qvt.oml.editor.ui",1460772258216
stopped,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1460772258216
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1460819843407
started,bundle,org.eclipse.osgi,3.5.0.v20090520,"org.eclipse.osgi",1460819843408
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1460819843409
started,bundle,com.ibm.icu,4.0.1.v20090415,"com.ibm.icu",1460819843409
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1460819843410
started,bundle,org.eclipse.core.contenttype,3.4.0.v20090429-1800,"org.eclipse.core.contenttype",1460819843411
started,bundle,org.eclipse.core.databinding.observable,1.2.0.I20090604-2000,"org.eclipse.core.databinding.observable",1460819843412
started,bundle,org.eclipse.core.expressions,3.4.100.v20090429-1800,"org.eclipse.core.expressions",1460819843412
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1460819843580
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1460819843581
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1460819843630
started,bundle,org.eclipse.core.net,1.2.0.I20090522-1010,"org.eclipse.core.net",1460819843631
started,bundle,org.eclipse.core.resources,3.5.0.v20090512,"org.eclipse.core.resources",1460819843634
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1460819843668
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1460819843699
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1460819843700
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1460819843701
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1460819843702
started,bundle,org.eclipse.ecf,3.0.0.v20090604-1131,"org.eclipse.ecf",1460819843705
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.filetransfer",1460819843706
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090604-1131,"org.eclipse.ecf.identity",1460819843707
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer",1460819843797
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer.httpclient",1460819843799
started,bundle,org.eclipse.equinox.app,1.2.0.v20090520-1800,"org.eclipse.equinox.app",1460819843800
started,bundle,org.eclipse.equinox.common,3.5.0.v20090520-1800,"org.eclipse.equinox.common",1460819843801
started,bundle,org.eclipse.equinox.ds,1.1.0.v20090601,"org.eclipse.equinox.ds",1460819843803
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1460819843804
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin.equinox",1460819843806
started,bundle,org.eclipse.equinox.p2.core,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.core",1460819843851
started,bundle,org.eclipse.equinox.p2.director,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.director",1460819843852
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1460819843853
started,bundle,org.eclipse.equinox.p2.engine,1.0.100.v20090525,"org.eclipse.equinox.p2.engine",1460819843854
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1460819843855
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1460819843856
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.100.v20090525,"org.eclipse.equinox.p2.metadata.repository",1460819843857
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1460819843890
started,bundle,org.eclipse.equinox.p2.repository,1.0.0.v20090601-1921,"org.eclipse.equinox.p2.repository",1460819843892
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1460819843893
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1460819843894
started,bundle,org.eclipse.equinox.preferences,3.2.300.v20090520-1800,"org.eclipse.equinox.preferences",1460819843896
