what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460830686536
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830692322
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460830697789
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830699820
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830703336
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.line",1460830703353
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460830705910
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830707663
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830710254
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.extract.local.variable",1460830710266
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830721560
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830722843
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.modify.method.parameters",1460830722851
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.file.newQuickMenu",1460830730474
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830748276
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830765075
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1460830765121
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830766936
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830768099
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830831974
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830833969
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830836012
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.navigate.open.type",1460830836025
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830836778
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830837869
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.navigate.open.type.in.hierarchy",1460830837888
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830838595
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830838615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830851135
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830853416
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830853435
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830859110
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830859249
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830860750
executed,command,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.activateTask",1460830860764
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830862361
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830862382
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830865381
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.findPrevious",1460830866893
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830868361
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830868383
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830869106
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830869118
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.findPrevious",1460830870884
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830872114
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830872997
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830873017
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830874134
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830879878
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830879897
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830881773
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830881790
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830884111
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.line",1460830884120
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830884847
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830885955
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.line",1460830885967
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830886530
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830886549
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830888087
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830891141
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.showKeyAssist",1460830891160
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460830911572
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460830912602
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1460830915670
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460830918874
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1460830922668
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1460830923506
