what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460820777576
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1460820782183
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460820833003
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460820835480
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820840267
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820840469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820840655
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820841944
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460820846315
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820847217
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820847396
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820847475
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820848588
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820928102
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820930892
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820930952
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820932480
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820932480
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1460820934166
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820934931
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1460820936184
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820936220
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460820937314
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460820940196
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820941560
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820941955
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820942024
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820943155
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460820945624
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820946407
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820946635
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820946716
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460820948551
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460821044604
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1460821058343
