what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1460822153530
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460822170378
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822179588
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822231466
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822234996
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822235282
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822235785
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822321699
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460822327233
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822327440
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460822329967
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822330132
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822349386
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822353807
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822353887
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822353892
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822359026
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822359095
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822359099
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822363615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822363677
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822363680
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822367837
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822372285
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822373059
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822375953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822376010
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822376013
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822381635
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822381694
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822381697
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822384407
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822384465
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822384468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822394449
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822394531
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822394534
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822397596
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822397650
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822397653
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822412713
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822412781
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822412784
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460822418107
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822420755
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822421465
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822425410
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822425866
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822427779
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822428248
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822428626
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460822432368
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822437787
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822445413
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822445799
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822445841
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822450231
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822451407
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822452519
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822453480
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822458048
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822463742
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822467111
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822467416
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460822490745
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460822511094
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460822522436
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822527228
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822527295
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460822527299
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460822552210
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822554268
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822554459
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460822589823
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822590057
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460822653724
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460822662578
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460822703532
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822705178
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822705348
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1460822715458
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1460822719088
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460822725303
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460822747071
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460822771814
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822774114
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822774293
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822790035
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822790762
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460822798788
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822802281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460822802456
