what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460826628469
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460826633140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460826682784
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460826682879
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1460826682882
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460826687459
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460826899141
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1460826907749
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460826967494
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460826968679
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460826971434
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460826984382
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827017839
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827032570
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827076838
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827077312
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827077370
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827105158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827132864
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827134408
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827135158
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827135512
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827136257
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827136258
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827136906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827156803
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827165213
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1460827175796
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.quick.format",1460827219225
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827235748
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827237761
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.override.methods",1460827237776
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827262977
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827266178
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460827288299
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460827300720
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460827320379
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460827327915
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827329396
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827329558
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827339592
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827359106
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460827364943
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460827383841
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460827384003
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1460827403118
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827428867
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827429983
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1460827429994
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827437520
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460827438580
