what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831050621
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1460831051684
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.indent",1460831055722
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831058964
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831060010
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831060095
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831060096
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831061106
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831061330
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831061381
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831062874
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831063665
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831065136
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831065530
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831065531
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831066314
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831066895
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831067421
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831069983
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831070688
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831071899
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831071968
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831071969
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831072780
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831073510
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831073511
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831074731
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831075825
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1460831076334
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831076395
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831077757
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831082698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831095731
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831103339
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831110061
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831110479
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831110578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460831118538
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831121802
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831140486
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460831151994
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460831218248
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831220763
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831220952
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1460831240945
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831241667
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831241828
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1460831254177
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831261026
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831279192
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831279239
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831282171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831298392
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831298819
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831298870
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460831321052
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831322970
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831330428
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831331910
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831335684
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831343954
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831344380
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831344428
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831345588
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831347467
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831351140
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831351558
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831351607
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831353388
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831355435
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831363522
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831363931
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831363974
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831364677
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831366464
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831377738
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831378143
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831378184
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1460831378983
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831381592
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831393091
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831393513
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1460831393554
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460831395657
